SYMBOL,GENENAME,ENSEMBL,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,group
C4bpa,complement component 4 binding protein,ENSRNOG00000004062,3405.131327,-2.436457284,0.302686683,-8.04943666,8.32e-16,1.58e-13,down
ENSRNOG00000049829,ENSRNOG00000049829,ENSRNOG00000049829,296794.6339,-2.435155965,0.702650408,-3.465672172,0.000528908,0.003734379,down
ENSRNOG00000068381,ENSRNOG00000068381,ENSRNOG00000068381,56.52543334,-2.419535369,0.7915409,-3.056740808,0.002237577,0.011783824,down
Klrc3,killer cell lectin like receptor C3,ENSRNOG00000065970,161.5878103,-2.415782541,0.394255577,-6.127453054,8.93e-10,4.82e-08,down
Cryba4,crystallin,ENSRNOG00000049770,141.88224,-2.414026626,0.637723358,-3.785382168,0.000153473,0.001362958,down
Hmox1,heme oxygenase 1,ENSRNOG00000014117,6716.52212,-2.413972667,0.289203328,-8.346974028,7e-17,1.62e-14,down
Slc6a14,solute carrier family 6 member 14,ENSRNOG00000005687,7211.852382,-2.41006757,0.311756616,-7.730606023,1.07e-14,1.56e-12,down
Cd2,Cd2 molecule,ENSRNOG00000015821,768.977113,-2.400291149,0.436643464,-5.497142059,3.86e-08,1.28e-06,down
Kif20b,kinesin family member 20B,ENSRNOG00000018929,104.7546355,-2.400202065,0.525232109,-4.569793094,4.88e-06,8.02e-05,down
Timd2,T-cell immunoglobulin and mucin domain containing 2,ENSRNOG00000021345,98.25755149,-2.397236917,0.672358334,-3.565415635,0.00036328,0.002734651,down
Scn10a,sodium voltage-gated channel alpha subunit 10,ENSRNOG00000032473,118.9020853,-2.395634386,0.607080887,-3.946153531,7.94e-05,0.000803324,down
Ccr10,C-C motif chemokine receptor 10,ENSRNOG00000020275,160.7411842,-2.393149446,0.611256849,-3.91512905,9.04e-05,0.000889068,down
Tnn,tenascin N,ENSRNOG00000002548,179.0851988,-2.391926465,0.506032349,-4.726825209,2.28e-06,4.2e-05,down
LOC690862,similar to membrane-spanning 4-domains,ENSRNOG00000042133,220.7173116,-2.387929733,0.445801842,-5.35648243,8.49e-08,2.51e-06,down
Slc11a1,solute carrier family 11 member 1,ENSRNOG00000014956,3712.6749,-2.381100066,0.184551196,-12.90211126,4.38e-38,1.1699999999999999e-34,down
Slc35b2,solute carrier family 35 member B2,ENSRNOG00000019900,193.2697473,-2.37341187,0.387307363,-6.127980243,8.9e-10,4.82e-08,down
Fcrla,Fc receptor-like A,ENSRNOG00000003136,2209.296649,-2.364041552,0.31323886,-7.547088997,4.45e-14,5.68e-12,down
Prss30,protease,ENSRNOG00000033266,1143.157336,-2.361684323,0.533754574,-4.424663389,9.66e-06,0.000141564,down
Cd3e,CD3 epsilon subunit of T-cell receptor complex,ENSRNOG00000016069,898.6708963,-2.361144406,0.40513629,-5.828024947,5.61e-09,2.43e-07,down
Nuggc,nuclear GTPase,ENSRNOG00000018238,144.231804,-2.353578143,0.588787704,-3.997328966,6.41e-05,0.000676807,down
Slc9a7,solute carrier family 9 member A7,ENSRNOG00000004150,107.4663363,-2.341099368,0.386253336,-6.06104634,1.35e-09,6.92e-08,down
ENSRNOG00000050000,ENSRNOG00000050000,ENSRNOG00000050000,569.5125426,-2.339709128,0.481653216,-4.857663254,1.19e-06,2.39e-05,down
Slc7a8,solute carrier family 7 member 8,ENSRNOG00000014311,2442.252563,-2.333632721,0.217418517,-10.73336691,7.1e-27,6.06e-24,down
Shcbp1,SHC binding and spindle associated 1,ENSRNOG00000053026,235.3027846,-2.328553313,0.512850486,-4.540413582,5.61e-06,9.02e-05,down
Cst7,cystatin F,ENSRNOG00000006767,796.5496485,-2.327872533,0.246457272,-9.445339209,3.5400000000000006e-21,1.51e-18,down
Kcnab2,potassium voltage-gated channel subfamily A regulatory beta subunit 2,ENSRNOG00000011550,170.3259606,-2.308285966,0.341246469,-6.764277958,1.34e-11,1.12e-09,down
Themis,thymocyte selection associated,ENSRNOG00000014979,50.40344448,-2.302667582,0.708000654,-3.25235234,0.00114454,0.006878234,down
Jchain,joining chain of multimeric IgA and IgM,ENSRNOG00000003666,32915.41749,-2.301102188,0.402910605,-5.711197863,1.12e-08,4.4e-07,down
Rimkla,ribosomal modification protein rimK-like family member A,ENSRNOG00000008625,48.38755815,-2.298330767,0.702935682,-3.269617442,0.00107693,0.006557992,down
Birc5,baculoviral IAP repeat-containing 5,ENSRNOG00000050819,231.3262309,-2.292890694,0.479170142,-4.785128479,1.71e-06,3.29e-05,down
Aif1l,allograft inflammatory factor 1-like,ENSRNOG00000009951,557.4012803,-2.277146207,0.463552193,-4.912383636,9e-07,1.89e-05,down
Dhrs9,dehydrogenase/reductase 9,ENSRNOG00000065735,215.8495722,-2.273830174,0.58204359,-3.906632101,9.36e-05,0.000913722,down
Fabp4,fatty acid binding protein 4,ENSRNOG00000010805,1774.119506,-2.273110068,0.535197118,-4.247238996,2.16e-05,0.000277723,down
Scin,scinderin,ENSRNOG00000004498,241.5094611,-2.271166235,0.47915139,-4.739976305,2.14e-06,3.98e-05,down
Scart1,scavenger receptor family member expressed on T-cells 1,ENSRNOG00000018978,130.7691289,-2.271064444,0.653734016,-3.473988485,0.000512783,0.003645206,down
Ikzf3,IKAROS family zinc finger 3,ENSRNOG00000007200,67.29079334,-2.267199813,0.675580753,-3.355927182,0.000790994,0.005152713,down
Ccnb2,cyclin B2,ENSRNOG00000063216,229.8333235,-2.261715368,0.586126427,-3.858750034,0.000113968,0.001074658,down
LOC102550533,Ig kappa chain V-V region L7-like,ENSRNOG00000070718,933.9144879,-2.257948975,0.566981545,-3.982402946,6.82e-05,0.000708015,down
Tlr10,toll-like receptor 10,ENSRNOG00000067138,102.9714442,-2.25678726,0.400995045,-5.627967944,1.82e-08,6.61e-07,down
Mafb,MAF bZIP transcription factor B,ENSRNOG00000016037,355.1228902,-2.25479187,0.461780828,-4.882818286,1.05e-06,2.15e-05,down
Tlr7,toll-like receptor 7,ENSRNOG00000004249,2285.8446,-2.249746546,0.201654388,-11.15644727,6.66e-29,6.58e-26,down
ENSRNOG00000030224,ENSRNOG00000030224,ENSRNOG00000030224,47.33804344,-2.237935841,0.637419249,-3.510932318,0.000446538,0.003252474,down
Cox6a2,cytochrome c oxidase subunit 6A2,ENSRNOG00000019851,64.40094729,-2.232844759,0.653452601,-3.41699575,0.000633163,0.004305323,down
Rasgrp1,RAS guanyl releasing protein 1,ENSRNOG00000005404,138.5936725,-2.222830812,0.485065494,-4.582537496,4.59e-06,7.65e-05,down
RGD1563231,similar to immunoglobulin kappa-chain VK-1,ENSRNOG00000047571,1782.24757,-2.220664861,0.903857493,-2.456874982,0.014015145,0.049767417,down
ENSRNOG00000065917,ENSRNOG00000065917,ENSRNOG00000065917,1335.935468,-2.21855729,0.855656917,-2.592811727,0.009519487,0.036705452,down
Adgre1,adhesion G protein-coupled receptor E1,ENSRNOG00000046254,744.9892267,-2.21627479,0.283666891,-7.81294844,5.59e-15,8.6e-13,down
Fcrlb,Fc receptor-like B,ENSRNOG00000003135,192.4431328,-2.214634876,0.486244001,-4.554575212,5.25e-06,8.5e-05,down
Tlr11,toll-like receptor 11,ENSRNOG00000032368,114.2928682,-2.212898091,0.507412859,-4.361139161,1.29e-05,0.00018182,down
Tnf,tumor necrosis factor,ENSRNOG00000070745,255.6376296,-2.208122678,0.460133983,-4.798868936,1.6e-06,3.09e-05,down
Cd33,CD33 molecule,ENSRNOG00000037331,860.8030359,-2.206677234,0.406982514,-5.422044334,5.89e-08,1.83e-06,down
Megf10,multiple EGF-like domains 10,ENSRNOG00000013674,53.23447341,-2.204137353,0.809703164,-2.722154798,0.006485775,0.027052643,down
Strip2,striatin interacting protein 2,ENSRNOG00000057729,160.1162295,-2.200651551,0.475002395,-4.632927272,3.61e-06,6.17e-05,down
Olfm4,olfactomedin 4,ENSRNOG00000013280,450.6801325,-2.197762757,0.443844028,-4.951655583,7.36e-07,1.6e-05,down
Sapcd2,suppressor APC domain containing 2,ENSRNOG00000013069,163.8226587,-2.193954366,0.65740639,-3.337287862,0.000846003,0.005423554,down
Nos2,nitric oxide synthase 2,ENSRNOG00000057443,1368.232017,-2.188076085,0.542889982,-4.030422663,5.57e-05,0.000603507,down
Slamf6,SLAM family member 6,ENSRNOG00000038286,349.8039009,-2.176323142,0.311984743,-6.975735806,3.04e-12,2.91e-10,down
Synpr,synaptoporin,ENSRNOG00000008203,19.70483934,-2.172459298,0.885136109,-2.454378796,0.014112823,0.049981917,down
Cxcl12,C-X-C motif chemokine ligand 12,ENSRNOG00000013589,2865.996959,-2.171773991,0.361006461,-6.015886762,1.79e-09,8.91e-08,down
Ccl3,C-C motif chemokine ligand 3,ENSRNOG00000011205,880.3553976,-2.168802209,0.53215714,-4.07549208,4.59e-05,0.000514349,down
Ly75,lymphocyte antigen 75,ENSRNOG00000007012,1008.888163,-2.167147105,0.21372863,-10.13971363,3.68e-24,2.23e-21,down
Irf4,interferon regulatory factor 4,ENSRNOG00000061070,1343.286277,-2.165767027,0.427587184,-5.065088727,4.08e-07,9.56e-06,down
Itga4,integrin subunit alpha 4,ENSRNOG00000004861,273.9051965,-2.165761227,0.58962641,-3.673107564,0.000239619,0.001958467,down
Tk1,thymidine kinase 1,ENSRNOG00000047314,675.050756,-2.159476694,0.485745975,-4.445691385,8.76e-06,0.000130228,down
Ocstamp,osteoclast stimulatory transmembrane protein,ENSRNOG00000019110,314.7770912,-2.152665295,0.352337835,-6.109662605,9.98e-10,5.33e-08,down
Amtn,amelotin,ENSRNOG00000003776,54.64152621,-2.152309148,0.625837106,-3.439088424,0.000583677,0.004049499,down
Ctsw,cathepsin W,ENSRNOG00000027096,952.8399456,-2.151651723,0.501448058,-4.290876569,1.78e-05,0.000236461,down
Cd68,Cd68 molecule,ENSRNOG00000037563,4818.022922,-2.139910767,0.438116494,-4.88434194,1.04e-06,2.13e-05,down
Abcb4,ATP binding cassette subfamily B member 4,ENSRNOG00000068001,247.2515733,-2.136870584,0.456813609,-4.677773481,2.9e-06,5.14e-05,down
Cacna2d1,calcium voltage-gated channel auxiliary subunit alpha2delta 1,ENSRNOG00000033531,34.84723187,-2.127339703,0.634066524,-3.355073361,0.000793439,0.0051664,down
Gpr55,G protein-coupled receptor 55,ENSRNOG00000017521,42.20269384,-2.118471753,0.613458174,-3.453327128,0.000553717,0.003887616,down
Clec4a,C-type lectin domain family 4,ENSRNOG00000010045,84.65197504,-2.112765248,0.492996866,-4.28555513,1.82e-05,0.000241339,down
Apoc1,apolipoprotein C1,ENSRNOG00000018426,71.92678291,-2.111617717,0.840437127,-2.512523124,0.011987125,0.044066239,down
Phex,phosphate regulating endopeptidase X-linked,ENSRNOG00000023440,77.19887471,-2.111030842,0.642036598,-3.288022597,0.001008937,0.006222665,down
Bub1b,BUB1 mitotic checkpoint serine/threonine kinase B,ENSRNOG00000007906,241.3053728,-2.110850891,0.603879128,-3.495485758,0.0004732,0.003412462,down
Oasl,2'-5'-oligoadenylate synthetase-like,ENSRNOG00000001187,862.0628702,-2.109618857,0.307170359,-6.86791155,6.51e-12,5.85e-10,down
Kif11,kinesin family member 11,ENSRNOG00000056069,385.9804977,-2.109102799,0.369429749,-5.709076778,1.14e-08,4.43e-07,down
Xcr1,X-C motif chemokine receptor 1,ENSRNOG00000006620,380.8739115,-2.104934181,0.507509245,-4.147578003,3.36e-05,0.000396497,down
Srsf12,serine and arginine rich splicing factor 12,ENSRNOG00000069984,51.57899464,-2.102969155,0.719556684,-2.922589979,0.003471333,0.016659204,down
Gpr35,G protein-coupled receptor 35,ENSRNOG00000062887,167.244269,-2.098967471,0.575226082,-3.648943496,0.000263321,0.002110841,down
Pou2af1,POU class 2 homeobox associating factor 1,ENSRNOG00000011500,2580.034751,-2.096122682,0.39600393,-5.29318656,1.2e-07,3.34e-06,down
Folr2,folate receptor beta,ENSRNOG00000019890,386.6508584,-2.092109171,0.409980014,-5.102954041,3.34e-07,7.97e-06,down
Ptafr,platelet-activating factor receptor,ENSRNOG00000013231,1290.636832,-2.090246619,0.26188958,-7.981404293,1.45e-15,2.56e-13,down
Top2a,DNA topoisomerase II alpha,ENSRNOG00000053047,1135.937057,-2.089793481,0.373607868,-5.593547832,2.22e-08,7.86e-07,down
Gda,guanine deaminase,ENSRNOG00000018282,1176.991196,-2.089512002,0.303211131,-6.891277365,5.53e-12,5.06e-10,down
Diaph3,diaphanous-related formin 3,ENSRNOG00000008986,154.7841121,-2.085419337,0.456592461,-4.567353857,4.94e-06,8.09e-05,down
Gbp5,guanylate binding protein 5,ENSRNOG00000032240,2134.629308,-2.083039558,0.265285515,-7.852066701,4.09e-15,6.51e-13,down
ENSRNOG00000056746,ENSRNOG00000056746,ENSRNOG00000056746,138.3212515,-2.079786599,0.57026831,-3.647031692,0.000265287,0.002122976,down
ENSRNOG00000042319,ENSRNOG00000042319,ENSRNOG00000042319,170.0301023,-2.075736713,0.57626392,-3.602059129,0.000315707,0.002445163,down
Gpr68,G protein-coupled receptor 68,ENSRNOG00000046309,474.1277898,-2.071970218,0.314896338,-6.579848564,4.71e-11,3.53e-09,down
ENSRNOG00000064685,ENSRNOG00000064685,ENSRNOG00000064685,59.17768873,-2.07193498,0.780180758,-2.65571146,0.00791413,0.031713954,down
Cybb,cytochrome b-245 beta chain,ENSRNOG00000003622,4180.293094,-2.070727885,0.197534798,-10.48285115,1.04e-25,6.94e-23,down
Vegfd,vascular endothelial growth factor D,ENSRNOG00000003587,79.91250037,-2.070023268,0.567096772,-3.650211696,0.000262024,0.002104939,down
Zbtb32,zinc finger and BTB domain containing 32,ENSRNOG00000042465,202.3561732,-2.069554948,0.535354754,-3.865763648,0.000110742,0.00105163,down
ENSRNOG00000051612,ENSRNOG00000051612,ENSRNOG00000051612,86.4995018,-2.069305492,0.551886433,-3.749513248,0.000177178,0.001530056,down
Selplg,selectin P ligand,ENSRNOG00000000699,2725.849819,-2.067675313,0.229511863,-9.009012826,2.08e-19,7.1e-17,down
Nr4a3,nuclear receptor subfamily 4,ENSRNOG00000005964,257.8678445,-2.065776728,0.291138578,-7.095510113,1.29e-12,1.31e-10,down
Gpnmb,glycoprotein nmb,ENSRNOG00000008816,22330.47038,-2.062385972,0.389977939,-5.288468308,1.23e-07,3.42e-06,down
Cdc6,cell division cycle 6,ENSRNOG00000027787,131.2095702,-2.060964015,0.46715876,-4.411699383,1.03e-05,0.000149496,down
Asf1b,anti-silencing function 1B histone chaperone,ENSRNOG00000005115,188.6990666,-2.060114576,0.478467809,-4.305649275,1.66e-05,0.000223912,down
ENSRNOG00000066814,ENSRNOG00000066814,ENSRNOG00000066814,249.3571582,-2.053221752,0.806508496,-2.545815402,0.010902282,0.040894995,down
Tnfsf11,TNF superfamily member 11,ENSRNOG00000071047,44.31380399,-2.053117145,0.747145926,-2.74794665,0.005996977,0.025479473,down
Hk2,hexokinase 2,ENSRNOG00000006116,406.2935964,-2.052977337,0.270106215,-7.600629754,2.95e-14,3.95e-12,down
Ifi47,interferon gamma inducible protein 47,ENSRNOG00000002470,3377.377862,-2.052188034,0.301026996,-6.817289008,9.28e-12,8.06e-10,down
Ikzf1,IKAROS family zinc finger 1,ENSRNOG00000004444,1486.1137,-2.05091748,0.523090257,-3.920771709,8.83e-05,0.000874461,down
Lacc1,laccase domain containing 1,ENSRNOG00000022094,544.6051027,-2.049434057,0.234504155,-8.739436022,2.34e-18,6.66e-16,down
Gcsam,germinal center-associated,ENSRNOG00000022110,283.3476089,-2.047418486,0.468650212,-4.368756127,1.25e-05,0.000176359,down
Ccl4,C-C motif chemokine ligand 4,ENSRNOG00000011406,890.6066494,-2.04670403,0.268203566,-7.631158898,2.33e-14,3.19e-12,down
RGD1566006,similar to paired immunoglobin-like type 2 receptor beta,ENSRNOG00000066614,807.9669091,-2.044951096,0.247837691,-8.251170705,1.57e-16,3.42e-14,down
C3,complement C3,ENSRNOG00000046834,24695.64438,-2.044188471,0.235129185,-8.693895111,3.5e-18,9.67e-16,down
Marchf1,membrane associated ring-CH-type finger 1,ENSRNOG00000026310,240.2580822,-2.040114706,0.404115321,-5.048347838,4.46e-07,1.03e-05,down
Slc41a2,solute carrier family 41 member 2,ENSRNOG00000008713,567.6825067,-2.037489388,0.415880949,-4.899213092,9.62e-07,2.01e-05,down
Degs2,delta(4)-desaturase,ENSRNOG00000011716,164.0896412,-2.024113512,0.547170277,-3.699238789,0.000216247,0.001798123,down
Isg15,ISG15 ubiquitin-like modifier,ENSRNOG00000069527,93.8748253,-2.023285878,0.712259884,-2.840656794,0.004502074,0.020381463,down
Trat1,T cell receptor associated transmembrane adaptor 1,ENSRNOG00000029564,136.2674876,-2.020357914,0.520304408,-3.883030554,0.000103163,0.000991185,down
Cd300e,Cd300e molecule,ENSRNOG00000036726,63.8792095,-2.009999983,0.663502379,-3.029378713,0.002450573,0.012654788,down
Gna13,G protein subunit alpha 13,ENSRNOG00000063135,131.7197222,-2.005673159,0.44471039,-4.510065885,6.48e-06,0.000101986,down
Il4i1,interleukin 4 induced 1,ENSRNOG00000020148,185.9815595,-2.005367377,0.607963871,-3.298497611,0.000972037,0.006048732,down
ENSRNOG00000069735,ENSRNOG00000069735,ENSRNOG00000069735,59.74605184,2.003114539,0.577354416,3.469471238,0.000521484,0.003690058,up
Tspyl1,TSPY-like 1,ENSRNOG00000063919,526.8337238,2.004695968,0.400532636,5.005075219,5.58e-07,1.26e-05,up
ENSRNOG00000066874,ENSRNOG00000066874,ENSRNOG00000066874,43.96598231,2.005635532,0.624111596,3.213584787,0.001310891,0.00768363,up
Pdzd3,PDZ domain containing 3,ENSRNOG00000008526,273.9954318,2.008263606,0.381716694,5.261136431,1.43e-07,3.89e-06,up
RGD1560394,RGD1560394,ENSRNOG00000065022,398.1858066,2.00953481,0.347974188,5.774953654,7.7e-09,3.18e-07,up
ENSRNOG00000068626,ENSRNOG00000068626,ENSRNOG00000068626,791.6577505,2.010969588,0.377118753,5.332457144,9.69e-08,2.8e-06,up
Fank1,fibronectin type III and ankyrin repeat domains 1,ENSRNOG00000018327,1467.779599,2.013885515,0.376990765,5.342002248,9.19e-08,2.69e-06,up
Dnah2,dynein,ENSRNOG00000052688,2620.781435,2.014460232,0.370224953,5.44117898,5.29e-08,1.67e-06,up
Cdhr3,cadherin-related family member 3,ENSRNOG00000047455,2163.106796,2.016403934,0.460900775,4.374919816,1.21e-05,0.000172382,up
Vom2r4,vomeronasal 2 receptor,ENSRNOG00000069644,91.0182853,2.017082782,0.717291039,2.812084177,0.004922162,0.021825383,up
Prrg4,proline rich and Gla domain 4,ENSRNOG00000022710,186.3831723,2.01874634,0.580472433,3.477764361,0.000505614,0.003612025,up
Proc,protein C,ENSRNOG00000014376,267.8361217,2.023633591,0.526541524,3.843255467,0.000121413,0.001127303,up
Catip,ciliogenesis associated TTC17 interacting protein,ENSRNOG00000037835,2858.002271,2.027890313,0.344682405,5.88335896,4.02e-09,1.83e-07,up
Rapsn,receptor-associated protein of the synapse,ENSRNOG00000011208,355.3389642,2.027961612,0.416109423,4.87362578,1.1e-06,2.23e-05,up
LOC102547212,disks large homolog 5-like,ENSRNOG00000070972,773.4348994,2.028483909,0.425927343,4.762511587,1.91e-06,3.63e-05,up
Cfap99,cilia and flagella associated protein 99,ENSRNOG00000058434,3286.526058,2.028900527,0.325219017,6.238566698,4.42e-10,2.59e-08,up
Cdca7l,cell division cycle associated 7 like,ENSRNOG00000005410,784.0016965,2.028945476,0.533153724,3.805554351,0.000141487,0.001280133,up
ENSRNOG00000067948,ENSRNOG00000067948,ENSRNOG00000067948,499.6658426,2.033999873,0.510154844,3.987024517,6.69e-05,0.000697454,up
Pde1b,phosphodiesterase 1B,ENSRNOG00000036828,77.44380448,2.036844897,0.782613526,2.602619081,0.009251468,0.035908013,up
Wnt2b,Wnt family member 2B,ENSRNOG00000014385,65.88259502,2.038880068,0.687076292,2.967472596,0.00300259,0.014873518,up
Cldn23,claudin 23,ENSRNOG00000011424,193.8770665,2.04232522,0.45730302,4.466021719,7.97e-06,0.000120262,up
Dnah12,dynein,ENSRNOG00000059865,9466.973813,2.043241971,0.360571516,5.666676034,1.46e-08,5.49e-07,up
Cyp1a1,cytochrome P450,ENSRNOG00000019500,1936.387279,2.044607176,0.338518315,6.039871661,1.54e-09,7.78e-08,up
Spag1,sperm associated antigen 1,ENSRNOG00000010078,1837.174131,2.047565594,0.274345963,7.4634435,8.43e-14,1.03e-11,up
Mir29b2,microRNA 29b-2,ENSRNOG00000035637,35.54188377,2.052051566,0.702523484,2.920972198,0.00348941,0.016733123,up
Dnai1,dynein,ENSRNOG00000013734,1167.346079,2.054740173,0.359133516,5.721382387,1.06e-08,4.19e-07,up
Cfap221,cilia and flagella associated protein 221,ENSRNOG00000056781,430.9721149,2.055057268,0.327714548,6.270875915,3.59e-10,2.17e-08,up
Doc2a,double C2 domain alpha,ENSRNOG00000019920,237.1634933,2.055762179,0.620729225,3.311850152,0.000926812,0.005842896,up
Tex36,testis expressed 36,ENSRNOG00000026848,74.10476809,2.056342283,0.590625706,3.481633569,0.000498365,0.003567025,up
Pcsk4,proprotein convertase subtilisin/kexin type 4,ENSRNOG00000016405,408.6844361,2.058016949,0.352464309,5.838937154,5.25e-09,2.3e-07,up
Rnase17,ribonuclease 17,ENSRNOG00000063957,66.32062758,2.059442221,0.65713853,3.13395445,0.001724676,0.009573942,up
Cfap46,cilia and flagella associated protein 46,ENSRNOG00000027374,1883.440785,2.060788932,0.344587509,5.980451635,2.23e-09,1.09e-07,up
P2rx6,purinergic receptor P2X 6,ENSRNOG00000001873,2392.447406,2.060835497,0.338484354,6.088421738,1.14e-09,6.01e-08,up
Hsd17b13,hydroxysteroid (17-beta) dehydrogenase 13,ENSRNOG00000002212,633.2145627,2.062259942,0.367177608,5.616518814,1.95e-08,6.98e-07,up
ENSRNOG00000069108,ENSRNOG00000069108,ENSRNOG00000069108,133.4655104,2.074738307,0.554378458,3.742458385,0.000182229,0.001567902,up
Foxo6,forkhead box O6,ENSRNOG00000032639,448.002674,2.075220744,0.329525851,6.297596186,3.02e-10,1.87e-08,up
Kcnj9,potassium inwardly-rectifying channel,ENSRNOG00000007645,541.0984961,2.078784681,0.500796427,4.150957494,3.31e-05,0.000391425,up
Zp2,zona pellucida glycoprotein 2,ENSRNOG00000057989,75.26177418,2.079270652,0.771383757,2.695507433,0.007028151,0.028897614,up
Artn,artemin,ENSRNOG00000019842,339.2422697,2.085273304,0.274615639,7.593425179,3.12e-14,4.12e-12,up
Nrg4,neuregulin 4,ENSRNOG00000015149,172.6756816,2.085601212,0.425817886,4.897871319,9.69e-07,2.02e-05,up
Slc5a11,solute carrier family 5 member 11,ENSRNOG00000013407,109.232687,2.085996816,0.65811616,3.169648376,0.001526235,0.008646209,up
Smim18,small integral membrane protein 18,ENSRNOG00000049689,65.43109858,2.086091731,0.648281804,3.217877962,0.001291428,0.007597909,up
Prph,peripherin,ENSRNOG00000052880,998.9539242,2.089034147,0.573634239,3.64175289,0.000270788,0.002157798,up
Nat8f5,N-acetyltransferase 8 (GCN5-related) family member 5,ENSRNOG00000015768,130.1768434,2.090037569,0.408392076,5.117723113,3.09e-07,7.49e-06,up
Trim66,tripartite motif-containing 66,ENSRNOG00000014373,96.8442594,2.090710312,0.573862773,3.64322345,0.000269245,0.002147325,up
Aldh1a7,aldehyde dehydrogenase family 1,ENSRNOG00000017878,2901.34879,2.092297546,0.403746533,5.182205599,2.19e-07,5.58e-06,up
Odad1,outer dynein arm docking complex subunit 1,ENSRNOG00000021109,2726.535384,2.093445447,0.383309367,5.461503489,4.72e-08,1.53e-06,up
Rn7sl1,RNA component of signal recognition particle 7SL1,ENSRNOG00000065968,501.2767122,2.095578619,0.511592164,4.096189832,4.2e-05,0.000477601,up
Cyp46a1,cytochrome P450,ENSRNOG00000007147,190.2546909,2.096116676,0.453235451,4.624785352,3.75e-06,6.36e-05,up
ENSRNOG00000055586,ENSRNOG00000055586,ENSRNOG00000055586,56.99919895,2.09635248,0.758963328,2.762126182,0.005742628,0.024597786,up
Clec12b,C-type lectin domain family 12,ENSRNOG00000053638,606.3524982,2.096550337,0.374371174,5.600191691,2.14e-08,7.6e-07,up
ND1,NADH dehydrogenase subunit 1,ENSRNOG00000030644,238517.1564,2.098555377,0.213036734,9.850673795,6.81e-23,3.36e-20,up
Ampd1,adenosine monophosphate deaminase 1,ENSRNOG00000018656,34.94739527,2.101089566,0.819735289,2.563131773,0.010373267,0.039263652,up
Crocc2,ciliary rootlet coiled-coil,ENSRNOG00000063752,4208.947932,2.101231041,0.325316654,6.459033124,1.05e-10,7.19e-09,up
Wdr95,WD40 repeat domain 95,ENSRNOG00000000904,497.8725613,2.101585276,0.400637543,5.245602445,1.56e-07,4.15e-06,up
Atp7b,ATPase copper transporting beta,ENSRNOG00000012878,154.976346,2.106110743,0.554863183,3.795729845,0.00014721,0.001319196,up
Pde7b,phosphodiesterase 7B,ENSRNOG00000013436,474.7170267,2.1070126,0.405748325,5.192905228,2.07e-07,5.3e-06,up
Iqck,IQ motif containing K,ENSRNOG00000036758,1058.946425,2.107256493,0.445642958,4.728575773,2.26e-06,4.18e-05,up
Mroh2a,maestro heat-like repeat family member 2A,ENSRNOG00000042182,103.1470551,2.112723607,0.623551201,3.38821191,0.000703499,0.004690159,up
Vsig4,V-set and immunoglobulin domain containing 4,ENSRNOG00000038132,366.3282003,2.113852414,0.758731379,2.78603531,0.005335706,0.023241889,up
Sycp2,synaptonemal complex protein 2,ENSRNOG00000061690,82.9199179,2.115316388,0.559703761,3.779349962,0.000157238,0.001391137,up
Cited1,Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1,ENSRNOG00000003189,48.89966378,2.119912749,0.843818375,2.512285597,0.011995197,0.044074488,up
ENSRNOG00000032997,ENSRNOG00000032997,ENSRNOG00000032997,927.9429629,2.127835706,0.410056692,5.189125665,2.11e-07,5.4e-06,up
Stpg1,sperm-tail PG-rich repeat containing 1,ENSRNOG00000031448,1123.156139,2.139816167,0.400921827,5.337240384,9.44e-08,2.75e-06,up
Ngb,neuroglobin,ENSRNOG00000011719,78.24448479,2.140392715,0.537052386,3.985444944,6.74e-05,0.000700942,up
Mir3556b,microRNA 3556b,ENSRNOG00000035509,49.55777722,2.141907881,0.654951712,3.270329461,0.001074223,0.006543628,up
Chrna10,cholinergic receptor nicotinic alpha 10 subunit,ENSRNOG00000020293,49.06642139,2.142426912,0.77436703,2.766681468,0.005663006,0.024312204,up
Ttll10,tubulin tyrosine ligase like 10,ENSRNOG00000020132,875.8170558,2.144099382,0.348644089,6.149822835,7.76e-10,4.32e-08,up
Cyp4b1,cytochrome P450,ENSRNOG00000055078,19887.53486,2.145795195,0.237519743,9.034176142,1.65e-19,5.74e-17,up
Bmpr1b,bone morphogenetic protein receptor type 1B,ENSRNOG00000016289,60.27994418,2.146230461,0.795697194,2.6972955,0.006990521,0.028780709,up
Sfxn4,sideroflexin 4,ENSRNOG00000036572,1196.417569,2.147183748,0.39792415,5.395962399,6.82e-08,2.07e-06,up
Ttc6,tetratricopeptide repeat domain 6,ENSRNOG00000022791,1036.673572,2.152175363,0.271980315,7.912982102,2.51e-15,4.25e-13,up
Timp4,TIMP metallopeptidase inhibitor 4,ENSRNOG00000007955,226.198815,2.158643501,0.509681894,4.235276012,2.28e-05,0.000289957,up
Cfap92,cilia and flagella associated protein 92,ENSRNOG00000031408,556.9307681,2.162793925,0.339864469,6.363695307,1.97e-10,1.28e-08,up
Dbndd1,dysbindin domain containing 1,ENSRNOG00000026974,146.8690458,2.170190021,0.583960776,3.716328407,0.000202139,0.0017079,up
Pnma8b,PNMA family member 8B,ENSRNOG00000016863,905.6925765,2.180248617,0.464903921,4.689675689,2.74e-06,4.92e-05,up
