SYMBOL,GENENAME,ENSEMBL,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,group
Dbndd1,dysbindin domain containing 1,ENSRNOG00000026974,146.8690458,2.170190021,0.583960776,3.716328407,0.000202139,0.0017079,up
Matcap2,microtubule associated tyrosine carboxypeptidase 2,ENSRNOG00000026979,972.0941897,2.227341474,0.430571013,5.172994485,2.30E-07,5.81E-06,up
ENSRNOG00000030224,ENSRNOG00000030224,ENSRNOG00000030224,47.33804344,-2.237935841,0.637419249,-3.510932318,0.000446538,0.003252474,down
Mrps17,mitochondrial ribosomal protein S17,ENSRNOG00000000926,88.23449823,-9.735180983,1.272047495,-7.653158407,1.96E-14,2.71E-12,down
Plk5,polo-like kinase 5,ENSRNOG00000034102,183.5938952,2.443953222,0.302473715,8.079886277,6.48E-16,1.27E-13,up
Tspan11,tetraspanin 11,ENSRNOG00000054360,605.3476311,-2.680985089,0.982404243,-2.72900398,0.006352594,0.026621338,down
Top2a,DNA topoisomerase II alpha,ENSRNOG00000053047,1135.937057,-2.089793481,0.373607868,-5.593547832,2.22E-08,7.86E-07,down
LOC102547982,immunoglobulin kappa variable 1D-33-like,ENSRNOG00000069405,2393.121611,-5.096369402,0.93135222,-5.472010798,4.45E-08,1.46E-06,down
Cfap99,cilia and flagella associated protein 99,ENSRNOG00000058434,3286.526058,2.028900527,0.325219017,6.238566698,4.42E-10,2.59E-08,up
RGD1306782,similar to RIKEN cDNA 1700029P11,ENSRNOG00000005572,128.7016153,2.230016932,0.600122552,3.715935892,0.000202453,0.001709016,up
Orm1,orosomucoid 1,ENSRNOG00000007886,412.6197745,-5.740975801,1.34672367,-4.262920395,2.02E-05,0.000261607,down
Dpp10,dipeptidyl peptidase like 10,ENSRNOG00000002595,7.905869677,-6.255588377,1.907008409,-3.280315045,0.001036912,0.006364536,down
Gpr165,G protein-coupled receptor 165,ENSRNOG00000012995,5.889714438,-5.831717197,2.175991979,-2.680026973,0.007361623,0.030038493,down
ENSRNOG00000066888,ENSRNOG00000066888,ENSRNOG00000066888,15.46294806,4.556333806,1.642014832,2.77484327,0.005522832,0.023874198,up
ENSRNOG00000067701,ENSRNOG00000067701,ENSRNOG00000067701,10.2118244,6.96237247,2.538638123,2.742562008,0.006096194,0.025811895,up
LOC102546590,HLA class I histocompatibility antigen,ENSRNOG00000062554,146.7837371,3.504897037,0.786620308,4.455640163,8.36E-06,0.000124926,up
ENSRNOG00000066072,ENSRNOG00000066072,ENSRNOG00000066072,524.083288,-3.944941322,0.501202427,-7.870954151,3.52E-15,5.80E-13,down
LOC691925,Ig heavy chain V region 23-like,ENSRNOG00000066076,539.2639647,-4.778878685,0.573208339,-8.337071115,7.62E-17,1.72E-14,down
Clec4e,C-type lectin domain family 4,ENSRNOG00000061394,453.5119839,-3.2562045,0.290254957,-11.21842858,3.31E-29,3.45E-26,down
ENSRNOG00000065675,ENSRNOG00000065675,ENSRNOG00000065675,168.372175,-10.66759822,2.407840398,-4.430359352,9.41E-06,0.000138416,down
ENSRNOG00000065670,ENSRNOG00000065670,ENSRNOG00000065670,1317.944401,-3.005962951,0.39180895,-7.672011962,1.69E-14,2.35E-12,down
Fam228a,family with sequence similarity 228,ENSRNOG00000050114,25.07833721,3.274268256,0.901419135,3.632348291,0.000280854,0.002223409,up
LOC120095898,paired immunoglobulin-like type 2 receptor beta,ENSRNOG00000028965,6.023928953,-5.864289095,2.131405681,-2.751371617,0.005934628,0.025241663,down
Nuggc,nuclear GTPase,ENSRNOG00000018238,144.231804,-2.353578143,0.588787704,-3.997328966,6.41E-05,0.000676807,down
Dmc1,DNA meiotic recombinase 1,ENSRNOG00000013807,1185.704791,2.647771062,0.409244679,6.469897341,9.81E-11,6.77E-09,up
Hs3st3b1,heparan sulfate-glucosamine 3-sulfotransferase 3B1,ENSRNOG00000003384,19.7401277,-4.150128166,1.148190715,-3.614493754,0.000300935,0.002353377,down
ND1,NADH dehydrogenase subunit 1,ENSRNOG00000030644,238517.1564,2.098555377,0.213036734,9.850673795,6.81E-23,3.36E-20,up
Naa11,N(alpha)-acetyltransferase 11,ENSRNOG00000002031,17.86822558,-3.674362251,1.437298916,-2.556435693,0.010575062,0.039890739,down
Got1l1,glutamic-oxaloacetic transaminase 1-like 1,ENSRNOG00000038473,189.3666901,2.643716798,0.681949514,3.876704569,0.000105881,0.001012637,up
Cd300e,Cd300e molecule,ENSRNOG00000036726,63.8792095,-2.009999983,0.663502379,-3.029378713,0.002450573,0.012654788,down
Cldn23,claudin 23,ENSRNOG00000011424,193.8770665,2.04232522,0.45730302,4.466021719,7.97E-06,0.000120262,up
Fam227a,family with sequence similarity 227,ENSRNOG00000021795,7700.556207,2.949673216,0.340462069,8.663735216,4.57E-18,1.21E-15,up
LOC690255,Ig kappa chain V-V region K2-like,ENSRNOG00000068865,594.1582348,-4.904629393,0.584920424,-8.385122472,5.07E-17,1.19E-14,down
Cyp2f4,cytochrome P450,ENSRNOG00000032805,5809.940189,2.730819534,0.408940483,6.677792126,2.43E-11,1.93E-09,up
Cd300lb,CD300 molecule-like family member b,ENSRNOG00000070190,12.48674474,-3.451092985,1.261284644,-2.736172996,0.006215834,0.026165037,down
Adhfe1,alcohol dehydrogenase,ENSRNOG00000007069,1343.789936,3.308853053,0.312602232,10.584867,3.50E-26,2.63E-23,up
Scamp5,secretory carrier membrane protein 5,ENSRNOG00000054008,55.46496998,-2.684882582,0.739554121,-3.63040717,0.000282974,0.002237811,down
Cox6a2,cytochrome c oxidase subunit 6A2,ENSRNOG00000019851,64.40094729,-2.232844759,0.653452601,-3.41699575,0.000633163,0.004305323,down
ENSRNOG00000064974,ENSRNOG00000064974,ENSRNOG00000064974,39.02630091,2.238063886,0.685887512,3.263018856,0.001102322,0.006669349,up
ENSRNOG00000065206,ENSRNOG00000065206,ENSRNOG00000065206,162.4146005,-2.625235097,0.477923842,-5.492998815,3.95E-08,1.31E-06,down
Kcnip4,potassium voltage-gated channel interacting protein 4,ENSRNOG00000032350,6.429932632,-5.958530695,2.106396166,-2.828779691,0.004672585,0.02095631,down
Tapbp,TAP binding protein,ENSRNOG00000029500,4719.676652,-2.72009758,0.443713486,-6.130301794,8.77E-10,4.76E-08,down
LOC102556118,Ig kappa chain V-V region L6-like,ENSRNOG00000070412,257.2938427,-5.222362506,0.832635281,-6.272088905,3.56E-10,2.16E-08,down
Serpina3a,serine (or cysteine) peptidase inhibitor,ENSRNOG00000048191,16.37307941,-7.305555466,1.572264201,-4.646518989,3.38E-06,5.86E-05,down
LOC690156,immunoglobulin kappa variable 1-27-like,ENSRNOG00000066785,1603.833347,-3.07367463,0.405805362,-7.574258302,3.61E-14,4.74E-12,down
Cxcl9,C-X-C motif chemokine ligand 9,ENSRNOG00000022242,1713.467338,-3.832420197,0.401936118,-9.534898765,1.50E-21,6.71E-19,down
ENSRNOG00000063013,ENSRNOG00000063013,ENSRNOG00000063013,40.4784612,3.989047456,0.984426874,4.052152133,5.07E-05,0.000558473,up
Ephx4,epoxide hydrolase 4,ENSRNOG00000023389,164.9769141,2.393981535,0.665215167,3.598807804,0.000319679,0.002469819,up
RGD1565862,similar to Spindlin-like protein 2 (SPIN-2),ENSRNOG00000068201,1330.55164,2.774313328,0.450441402,6.159099311,7.32E-10,4.15E-08,up
Slc15a2,solute carrier family 15 member 2,ENSRNOG00000002305,1766.295662,2.536510366,0.434194275,5.841878887,5.16E-09,2.27E-07,up
Tnfrsf13b,TNF receptor superfamily member 13B,ENSRNOG00000002304,81.74511687,-4.217795672,0.649642397,-6.492488312,8.44E-11,5.91E-09,down
Fabp7,fatty acid binding protein 7,ENSRNOG00000000814,12.17436202,-4.082235004,1.49105709,-2.737812678,0.006184929,0.026071926,down
LOC102548737,Ig kappa chain V-V region K2-like,ENSRNOG00000070208,145.2316266,-10.45397597,1.394289984,-7.497705708,6.49E-14,8.07E-12,down
ENSRNOG00000067044,ENSRNOG00000067044,ENSRNOG00000067044,11.32248645,7.114173166,1.799327741,3.953795077,7.69E-05,0.000783146,up
ENSRNOG00000063672,ENSRNOG00000063672,ENSRNOG00000063672,43.39160118,-4.845128329,0.93227452,-5.197104743,2.02E-07,5.21E-06,down
Odad1,outer dynein arm docking complex subunit 1,ENSRNOG00000021109,2726.535384,2.093445447,0.383309367,5.461503489,4.72E-08,1.53E-06,up
RGD1562492,similar to Orphan sodium- and chloride-dependent neurotransmitter transporter NTT5 (Solute carrier family 6 member 16),ENSRNOG00000037219,458.0053207,2.345248679,0.375785748,6.240919698,4.35E-10,2.57E-08,up
Sostdc1,sclerostin domain containing 1,ENSRNOG00000005770,209.2101655,3.832240712,0.475067535,8.066728264,7.22E-16,1.38E-13,up
Cyp11a1,cytochrome P450,ENSRNOG00000008074,23.26096536,3.526018994,1.202663954,2.931840587,0.003369597,0.01627497,up
Togaram2,TOG array regulator of axonemal microtubules 2,ENSRNOG00000026344,711.1244016,2.38155571,0.417860659,5.699401608,1.20E-08,4.65E-07,up
ENSRNOG00000070816,ENSRNOG00000070816,ENSRNOG00000070816,102.7432552,-4.58283867,1.18246026,-3.875680921,0.000106327,0.001016386,down
ENSRNOG00000070812,ENSRNOG00000070812,ENSRNOG00000070812,164.5774981,-3.531935996,0.598859248,-5.89777315,3.68E-09,1.70E-07,down
Pou2af1,POU class 2 homeobox associating factor 1,ENSRNOG00000011500,2580.034751,-2.096122682,0.39600393,-5.29318656,1.20E-07,3.34E-06,down
Cd300c,CD300c molecule,ENSRNOG00000045888,12.51193237,-6.918123273,2.361663207,-2.929343716,0.003396786,0.016381006,down
Timd2,T-cell immunoglobulin and mucin domain containing 2,ENSRNOG00000021345,98.25755149,-2.397236917,0.672358334,-3.565415635,0.00036328,0.002734651,down
ENSRNOG00000062392,ENSRNOG00000062392,ENSRNOG00000062392,43.87437257,-3.436189409,1.125638048,-3.05265926,0.002268233,0.011918224,down
LOC100912028,olfactory receptor 19-like,ENSRNOG00000070534,313.6057977,2.50720172,0.555825751,4.510769273,6.46E-06,0.000101734,up
LOC102550997,immunoglobulin kappa variable 1-17-like,ENSRNOG00000063422,919.2946085,-3.789710103,0.548273557,-6.912078935,4.78E-12,4.42E-10,down
Ms4a7,membrane spanning 4-domains A7,ENSRNOG00000020953,385.797565,-3.349306097,0.655223706,-5.111698591,3.19E-07,7.68E-06,down
ENSRNOG00000070496,ENSRNOG00000070496,ENSRNOG00000070496,224.9889481,4.755071827,0.826851749,5.750815469,8.88E-09,3.60E-07,up
Lipg,lipase G,ENSRNOG00000018694,112.2457409,-2.493769988,0.545233352,-4.573766407,4.79E-06,7.89E-05,down
Adora3,adenosine A3 receptor,ENSRNOG00000015788,122.6879688,-2.961769817,0.433714566,-6.828845631,8.56E-12,7.51E-10,down
Barhl1,BarH-like homeobox 1,ENSRNOG00000013209,149.0792938,2.483737523,0.462077041,5.375158905,7.65E-08,2.29E-06,up
LOC102551588,Ig kappa chain V-II region 26-10-like,ENSRNOG00000067273,83.9882596,-3.149807473,1.153653643,-2.730288673,0.006327889,0.026529653,down
LOC100363522,hypothetical protein LOC100363522,ENSRNOG00000062587,52.75708575,-4.684261068,1.347970926,-3.475046069,0.000510766,0.003639132,down
Tex36,testis expressed 36,ENSRNOG00000026848,74.10476809,2.056342283,0.590625706,3.481633569,0.000498365,0.003567025,up
Ccnb2,cyclin B2,ENSRNOG00000063216,229.8333235,-2.261715368,0.586126427,-3.858750034,0.000113968,0.001074658,down
ENSRNOG00000065917,ENSRNOG00000065917,ENSRNOG00000065917,1335.935468,-2.21855729,0.855656917,-2.592811727,0.009519487,0.036705452,down
Stpg1,sperm-tail PG-rich repeat containing 1,ENSRNOG00000031448,1123.156139,2.139816167,0.400921827,5.337240384,9.44E-08,2.75E-06,up
Gpr68,G protein-coupled receptor 68,ENSRNOG00000046309,474.1277898,-2.071970218,0.314896338,-6.579848564,4.71E-11,3.53E-09,down
Foxg1,forkhead box G1,ENSRNOG00000047891,43.21758098,9.045796316,1.360005803,6.651292442,2.91E-11,2.25E-09,up
Skint10,selection and upkeep of intraepithelial T cells 10,ENSRNOG00000022988,42.2706732,2.94879577,0.994370513,2.965489958,0.003022012,0.014942127,up
LOC102556469,Ig heavy chain V region 186-1-like,ENSRNOG00000064886,284.3403216,-2.631242368,0.64405053,-4.08545952,4.40E-05,0.000496909,down
Ccr10,C-C motif chemokine receptor 10,ENSRNOG00000020275,160.7411842,-2.393149446,0.611256849,-3.91512905,9.04E-05,0.000889068,down
Kcnj9,potassium inwardly-rectifying channel,ENSRNOG00000007645,541.0984961,2.078784681,0.500796427,4.150957494,3.31E-05,0.000391425,up
Serpinb2,serpin family B member 2,ENSRNOG00000002460,9.951942347,-6.588299672,1.826233443,-3.607588994,0.000309056,0.002404562,down
Nusap1,nucleolar and spindle associated protein 1,ENSRNOG00000004921,265.7077429,-2.848600496,0.541002918,-5.265406899,1.40E-07,3.82E-06,down
ENSRNOG00000070565,ENSRNOG00000070565,ENSRNOG00000070565,1897.298405,-5.595010198,1.030172447,-5.431139432,5.60E-08,1.75E-06,down
ENSRNOG00000070566,ENSRNOG00000070566,ENSRNOG00000070566,8.389100056,6.678353063,1.976953746,3.37810284,0.000729878,0.004824239,up
Clec4a,C-type lectin domain family 4,ENSRNOG00000010045,84.65197504,-2.112765248,0.492996866,-4.28555513,1.82E-05,0.000241339,down
LOC102549668,uncharacterized LOC102549668,ENSRNOG00000059476,53.47215453,-3.420438996,0.856358217,-3.994168477,6.49E-05,0.000683206,down
Tm4sf19,transmembrane 4 L six family member 19,ENSRNOG00000001757,557.1548694,-3.651168758,0.402829498,-9.063806833,1.26E-19,4.46E-17,down
Fxyd7,FXYD domain-containing ion transport regulator 7,ENSRNOG00000021067,213.3275518,2.497456868,0.5229465,4.775740668,1.79E-06,3.43E-05,up
Scin,scinderin,ENSRNOG00000004498,241.5094611,-2.271166235,0.47915139,-4.739976305,2.14E-06,3.98E-05,down
Gpr156,G protein-coupled receptor 156,ENSRNOG00000002797,5.995691588,-5.855475532,2.106265932,-2.780026702,0.005435443,0.023599677,down
Cxcl2,C-X-C motif chemokine ligand 2,ENSRNOG00000002792,326.4801038,-3.510504662,0.665948313,-5.271437127,1.35E-07,3.71E-06,down
Alox12e,arachidonate 12-lipoxygenase,ENSRNOG00000019074,16.95831374,-3.346724135,1.137795519,-2.941410893,0.003267208,0.015857955,down
LOC102551554,probable non-functional T cell receptor beta variable 23-1,ENSRNOG00000064192,4.969509568,-5.584361219,2.221331794,-2.513969878,0.011938063,0.043937501,down
Olfm4,olfactomedin 4,ENSRNOG00000013280,450.6801325,-2.197762757,0.443844028,-4.951655583,7.36E-07,1.60E-05,down
Scn1a,sodium voltage-gated channel alpha subunit 1,ENSRNOG00000053122,6.35429995,-5.939939491,2.032006362,-2.923189417,0.003464657,0.016639925,down
Spink2,serine peptidase inhibitor,ENSRNOG00000066503,23.1465241,-2.853720865,1.103031708,-2.587161226,0.00967703,0.037183087,down
Cfap46,cilia and flagella associated protein 46,ENSRNOG00000027374,1883.440785,2.060788932,0.344587509,5.980451635,2.23E-09,1.09E-07,up
ENSRNOG00000065629,ENSRNOG00000065629,ENSRNOG00000065629,49.61943423,-5.25463677,0.865626391,-6.070328749,1.28E-09,6.68E-08,down
RGD1561327,similar to melanoma antigen family A,ENSRNOG00000031222,252.7530274,3.115298293,0.626293342,4.974183958,6.55E-07,1.44E-05,up
Ccl2,C-C motif chemokine ligand 2,ENSRNOG00000007159,868.8147235,-3.597561385,0.311010188,-11.56734258,6.03E-31,7.08E-28,down
Lect2,leukocyte cell-derived chemotaxin 2,ENSRNOG00000012189,19.7617028,3.028398438,1.100761233,2.751185588,0.005937999,0.025250282,up
Cxcl12,C-X-C motif chemokine ligand 12,ENSRNOG00000013589,2865.996959,-2.171773991,0.361006461,-6.015886762,1.79E-09,8.91E-08,down
Dcstamp,dendrocyte expressed seven transmembrane protein,ENSRNOG00000004704,523.6096486,-2.470712541,0.382389364,-6.461248064,1.04E-10,7.12E-09,down
Zp2,zona pellucida glycoprotein 2,ENSRNOG00000057989,75.26177418,2.079270652,0.771383757,2.695507433,0.007028151,0.028897614,up
Kif20b,kinesin family member 20B,ENSRNOG00000018929,104.7546355,-2.400202065,0.525232109,-4.569793094,4.88E-06,8.02E-05,down
Abcb4,ATP binding cassette subfamily B member 4,ENSRNOG00000068001,247.2515733,-2.136870584,0.456813609,-4.677773481,2.90E-06,5.14E-05,down
RGD1565472,similar to RIKEN cDNA 2310003P10,ENSRNOG00000046991,18.97176538,-2.750056277,0.994227095,-2.766024274,0.005674431,0.024344554,down
ENSRNOG00000064806,ENSRNOG00000064806,ENSRNOG00000064806,180.2780163,-3.361281818,0.81479097,-4.125330228,3.70E-05,0.000429962,down
RGD1560402,similar to Phosphoglycerate kinase 1,ENSRNOG00000026928,69.43040251,2.574845096,0.587583988,4.382088598,1.18E-05,0.000167438,up
ENSRNOG00000063620,ENSRNOG00000063620,ENSRNOG00000063620,104.9041317,2.657386685,0.515356034,5.15640937,2.52E-07,6.26E-06,up
LOC108348367,Ig kappa chain V-II region 26-10-like,ENSRNOG00000063550,181.5791465,-4.490546549,1.449509472,-3.097976686,0.001948468,0.010601757,down
ENSRNOG00000070654,ENSRNOG00000070654,ENSRNOG00000070654,10.47209903,7.00130099,2.472940145,2.831164759,0.004637882,0.02085048,up
Slc26a3,solute carrier family 26 member 3,ENSRNOG00000006878,74.15451714,2.452484887,0.507563012,4.831882604,1.35E-06,2.69E-05,up
Mlc1,modulator of VRAC current 1,ENSRNOG00000032871,254.2795914,2.391364495,0.724436564,3.300999168,0.000963412,0.00600501,up
ENSRNOG00000056746,ENSRNOG00000056746,ENSRNOG00000056746,138.3212515,-2.079786599,0.57026831,-3.647031692,0.000265287,0.002122976,down
Sgsm1,small G protein signaling modulator 1,ENSRNOG00000000708,140.2235328,2.61013266,0.737187245,3.540664435,0.000399121,0.002961698,up
Cacna2d1,calcium voltage-gated channel auxiliary subunit alpha2delta 1,ENSRNOG00000033531,34.84723187,-2.127339703,0.634066524,-3.355073361,0.000793439,0.0051664,down
ENSRNOG00000064338,ENSRNOG00000064338,ENSRNOG00000064338,5.08882546,5.959903224,2.194386842,2.715976559,0.00660806,0.027446839,up
ENSRNOG00000064334,ENSRNOG00000064334,ENSRNOG00000064334,8.025785149,6.620745987,2.553173155,2.593144133,0.00951029,0.036685061,up
ENSRNOG00000065237,ENSRNOG00000065237,ENSRNOG00000065237,887.8233966,-4.684857779,0.504216622,-9.291359267,1.52E-20,6.14E-18,down
Slc41a2,solute carrier family 41 member 2,ENSRNOG00000008713,567.6825067,-2.037489388,0.415880949,-4.899213092,9.62E-07,2.01E-05,down
Tnn,tenascin N,ENSRNOG00000002548,179.0851988,-2.391926465,0.506032349,-4.726825209,2.28E-06,4.20E-05,down
Cacna1s,calcium voltage-gated channel subunit alpha1 S,ENSRNOG00000046231,5.310099748,-5.679852924,2.287622452,-2.482862904,0.013033124,0.04697988,down
Sfxn4,sideroflexin 4,ENSRNOG00000036572,1196.417569,2.147183748,0.39792415,5.395962399,6.82E-08,2.07E-06,up
Clcnka,chloride voltage-gated channel Ka,ENSRNOG00000052368,55.03661024,3.728008866,1.400584468,2.661752255,0.007773507,0.031304123,up
Ttll10,tubulin tyrosine ligase like 10,ENSRNOG00000020132,875.8170558,2.144099382,0.348644089,6.149822835,7.76E-10,4.32E-08,up
Lox,lysyl oxidase,ENSRNOG00000014426,180.6997163,-2.575343728,0.473358638,-5.44057617,5.31E-08,1.68E-06,down
Pde7b,phosphodiesterase 7B,ENSRNOG00000013436,474.7170267,2.1070126,0.405748325,5.192905228,2.07E-07,5.30E-06,up
Mreg,melanoregulin,ENSRNOG00000015774,339.9065406,-2.624250179,0.354423676,-7.404274486,1.32E-13,1.57E-11,down
Clec4d,C-type lectin domain family 4,ENSRNOG00000067848,145.3364694,-2.440331247,0.597302288,-4.085588311,4.40E-05,0.000496909,down
C6,complement C6,ENSRNOG00000024115,3290.898311,-3.364808535,1.009910016,-3.33179044,0.000862892,0.005502696,down
Elavl4,ELAV like RNA binding protein 4,ENSRNOG00000023601,37.74890554,-4.397788843,1.223597945,-3.594145333,0.000325458,0.002508272,down
Hk3,hexokinase 3,ENSRNOG00000026235,2111.673732,-3.256798378,0.406402169,-8.013732757,1.11E-15,2.05E-13,down
ENSRNOG00000070963,ENSRNOG00000070963,ENSRNOG00000070963,5.290201675,-5.675714978,2.24654912,-2.526414815,0.011523333,0.042745787,down
Tacr1,tachykinin receptor 1,ENSRNOG00000005853,74.44667359,-3.349406821,0.775250311,-4.320419833,1.56E-05,0.000212326,down
Cdk5r2,cyclin-dependent kinase 5 regulatory subunit 2,ENSRNOG00000037793,5.104920484,-5.624761998,2.288975665,-2.457327129,0.013997516,0.049742451,down
Isg15,ISG15 ubiquitin-like modifier,ENSRNOG00000069527,93.8748253,-2.023285878,0.712259884,-2.840656794,0.004502074,0.020381463,down
Lmbrd2,LMBR1 domain containing 2,ENSRNOG00000054751,52.38303621,-2.794051302,0.971813549,-2.875089881,0.004039125,0.018709729,down
ENSRNOG00000069525,ENSRNOG00000069525,ENSRNOG00000069525,10.42864511,6.995647181,1.835054129,3.812229335,0.000137719,0.001252122,up
ENSRNOG00000069871,ENSRNOG00000069871,ENSRNOG00000069871,3459.7011,2.23606452,0.312440293,7.156773861,8.26E-13,9.02E-11,up
Foxj1,forkhead box J1,ENSRNOG00000046001,5940.154422,2.673861488,0.463395946,5.77014432,7.92E-09,3.25E-07,up
ENSRNOG00000071206,ENSRNOG00000071206,ENSRNOG00000071206,31.80116131,3.489246905,1.413022578,2.469349719,0.013535886,0.048432004,up
E2f8,E2F transcription factor 8,ENSRNOG00000022537,86.68822352,-2.841512572,0.987631453,-2.877098094,0.004013508,0.018655509,down
Cryba4,crystallin,ENSRNOG00000049770,141.88224,-2.414026626,0.637723358,-3.785382168,0.000153473,0.001362958,down
Ooep,oocyte expressed protein,ENSRNOG00000025957,620.0641531,-2.456057146,0.404576083,-6.070692886,1.27E-09,6.68E-08,down
Prom2,prominin 2,ENSRNOG00000014710,281.5092623,2.348027976,0.33764019,6.954231286,3.54E-12,3.34E-10,up
ENSRNOG00000069250,ENSRNOG00000069250,ENSRNOG00000069250,29.39205012,-4.530465061,1.14333024,-3.962516605,7.42E-05,0.000759189,down
ENSRNOG00000069255,ENSRNOG00000069255,ENSRNOG00000069255,8.4082205,6.686131261,2.5567493,2.615090678,0.008920377,0.03494078,up
Nrsn2,neurensin 2,ENSRNOG00000023935,24.40943999,4.246624849,1.230429586,3.451335125,0.00055782,0.0039062,up
ENSRNOG00000043866,ENSRNOG00000043866,ENSRNOG00000043866,53035.84166,2.408466202,0.374126649,6.437569224,1.21E-10,8.17E-09,up
LOC690781,immunoglobulin kappa variable 2-30-like,ENSRNOG00000066431,605.9420774,-3.266772719,1.222591695,-2.672006306,0.007539923,0.030527627,down
Np4,defensin NP-4 precursor,ENSRNOG00000069755,13.04127527,-6.97878036,1.918333688,-3.637938699,0.000274829,0.002185361,down
RGD1561730,similar to cell surface receptor FDFACT,ENSRNOG00000048881,44.36716661,9.08695178,1.381509483,6.577552953,4.78E-11,3.56E-09,up
Cpne6,copine 6,ENSRNOG00000018399,6.54416506,-5.982112685,2.024124183,-2.955407941,0.003122559,0.015304934,down
Fam181a,family with sequence similarity 181,ENSRNOG00000048412,100.7542848,2.331631201,0.824756453,2.827054206,0.004697837,0.021019352,up
Hk2,hexokinase 2,ENSRNOG00000006116,406.2935964,-2.052977337,0.270106215,-7.600629754,2.95E-14,3.95E-12,down
Rdh12,retinol dehydrogenase 12,ENSRNOG00000056553,7.085323201,-6.096214402,2.058412881,-2.96160914,0.00306036,0.015076148,down
Adgra1,adhesion G protein-coupled receptor A1,ENSRNOG00000054955,7.476496392,-6.174094479,2.007242382,-3.075908786,0.00209862,0.011237735,down
LOC120102529,immunoglobulin kappa variable 1D-33-like,ENSRNOG00000069193,617.327914,-2.534739558,0.953850307,-2.657376676,0.00787514,0.031591426,down
ENSRNOG00000069947,ENSRNOG00000069947,ENSRNOG00000069947,121.7343027,-2.551576876,0.4897708,-5.209736631,1.89E-07,4.89E-06,down
Rnase17,ribonuclease 17,ENSRNOG00000063957,66.32062758,2.059442221,0.65713853,3.13395445,0.001724676,0.009573942,up
LOC120101166,U6 spliceosomal RNA,ENSRNOG00000065463,17.6317365,3.011870803,0.910782262,3.306905424,0.000943327,0.005908327,up
ENSRNOG00000062608,ENSRNOG00000062608,ENSRNOG00000062608,1651.052342,-3.273337903,0.308576116,-10.60787837,2.74E-26,2.14E-23,down
Diaph3,diaphanous-related formin 3,ENSRNOG00000008986,154.7841121,-2.085419337,0.456592461,-4.567353857,4.94E-06,8.09E-05,down
Cyp2d2,cytochrome P450,ENSRNOG00000008988,14.66531278,4.643462293,1.569572547,2.958424764,0.003092157,0.015192923,up
ENSRNOG00000064735,ENSRNOG00000064735,ENSRNOG00000064735,4.994559823,5.93438968,2.217182878,2.676544971,0.007438558,0.030240687,up
Vsig4,V-set and immunoglobulin domain containing 4,ENSRNOG00000038132,366.3282003,2.113852414,0.758731379,2.78603531,0.005335706,0.023241889,up
Ccl12,C-C motif chemokine ligand 12,ENSRNOG00000029768,208.8516521,-3.012830639,0.424034354,-7.10515696,1.20E-12,1.25E-10,down
Unc93a,unc-93 homolog A,ENSRNOG00000047027,93.94002565,2.473777011,0.62416876,3.963314362,7.39E-05,0.000757743,up
Tbxt,T-box transcription factor T,ENSRNOG00000012229,2521.540944,2.649366363,0.337093614,7.859438008,3.86E-15,6.24E-13,up
Trem2,triggering receptor expressed on myeloid cells 2,ENSRNOG00000013578,1227.762533,-2.641219811,0.485741294,-5.437503143,5.40E-08,1.70E-06,down
Phex,phosphate regulating endopeptidase X-linked,ENSRNOG00000023440,77.19887471,-2.111030842,0.642036598,-3.288022597,0.001008937,0.006222665,down
ENSRNOG00000060198,ENSRNOG00000060198,ENSRNOG00000060198,7.763143429,-6.227485345,1.973281526,-3.15590313,0.00160002,0.00900173,down
ENSRNOG00000066904,ENSRNOG00000066904,ENSRNOG00000066904,401.1624347,-3.405771423,0.582580003,-5.846014979,5.03E-09,2.22E-07,down
Fgf14,fibroblast growth factor 14,ENSRNOG00000009288,81.61191661,2.953641722,0.654157427,4.515184879,6.33E-06,0.000100057,up
Nanos3,nanos C2HC-type zinc finger 3,ENSRNOG00000031593,10.12020283,4.361518981,1.651008531,2.641730129,0.008248375,0.032787422,up
ENSRNOG00000064181,ENSRNOG00000064181,ENSRNOG00000064181,717.9223402,-3.017803078,0.991454779,-3.043813133,0.002336002,0.012189022,down
Sycp2,synaptonemal complex protein 2,ENSRNOG00000061690,82.9199179,2.115316388,0.559703761,3.779349962,0.000157238,0.001391137,up
ENSRNOG00000070933,ENSRNOG00000070933,ENSRNOG00000070933,769.1901556,-4.552970908,0.531202939,-8.571057446,1.03E-17,2.64E-15,down
Eno4,enolase 4,ENSRNOG00000018310,1382.996526,2.522213044,0.371718976,6.785268454,1.16E-11,9.80E-10,up
Sod2,superoxide dismutase 2,ENSRNOG00000019048,37077.42306,-2.555212906,0.203505495,-12.5559897,3.69E-36,6.29E-33,down
Pdcd1,programmed cell death 1,ENSRNOG00000019043,161.1170209,-3.518925633,0.518177554,-6.790965004,1.11E-11,9.51E-10,down
Tpx2,TPX2,ENSRNOG00000008165,369.0214176,-2.710035847,0.497562887,-5.446619746,5.13E-08,1.64E-06,down
Mmp7,matrix metallopeptidase 7,ENSRNOG00000010507,30.05329573,-8.181674002,1.556424487,-5.256711182,1.47E-07,3.96E-06,down
Ihh,Indian hedgehog signaling molecule,ENSRNOG00000018059,143.0852555,2.486889711,0.584607301,4.253949114,2.10E-05,0.000270821,up
